"consignee","product","weightKG"
"HELLMANN WORLDWIDE LOGISTICS, INC.","CD BINDER SHEETSCOMPUTER ACCESSORIES FORGENUINE PARTS COMPANY, GPCCD BINDER SHEETSTHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAME",3276
"COSTCO WHOLESALE CORPORATION","WOOD/METAL FRAME OFFICE CHAIR WOOD/METAL FRAME OFFICE CHAIR PO#960-0319-823 IF APPLICABLE CPSIA URL - WWW.COSTCOCPSIA.COM",7295
"INTERNATIONAL SYNERGIES LLC","MILD STEEL BRACKETSTRAINER",1252
"PREFERRED FREEZER SERVICES","FROZEN FRENCH FRIED POTATOESP.O.R. SUMMARY REPORTING NUMBERVFD012599/SUM0103",21846
"SEAFRIGO USA INC.","COCOA POWDER",18720
"TO NATIONAL FISH AND SEAFOOD LIMITE","U.S. FDA BIO-TERRORISM REGISTRATION NUMBER 18166231112 -------------------------------------------------------- FROZEN IQF COOKED P AND D TAIL-ON (CPTO) WHITE SHRIMP 40-60 COUNT PER LB. SPECIE : PENAEUS VANNAMEI ORIGIN : THAILAND BRAND: WAL-MART BRAND PURCHASEORDER NUMBER 219105 -------------------------------- PURCHASE CONTRACT NUMBER 4311 ---------------------------------TOTAL NT.WT. 35,700.00 LBS.(16,193.52 KGS.) TOTAL GR.WT. 41,600.53 LBS.( 18,870.00 KGS.) 'PRODUCT TO BE MAINTAINEDAT MINUS 21 DEGREES CENTIGRADE OR COOLER.' *DDC TO BE COLLECT* 'CUSTOMS/FDA CLEARANCE AT DESTINATION DALLAS,TX, U.S.A.'",18910
"OCEAN BLUE EXPRESS INC.","EPOXY RESIN",20000
"THE SEAFOOD EXCHANGE OF FLORIDA, IN","2585 CARTONS FROZEN SHRIMP 1X40-RF SHIPPER-S LOAD - COUNT ; TEMPERATURE- -18 C ; DAE- 028-2012-40-00011970 REF.- 90241810 COMMODITY HTSUS # 1605 FDA RESGISTRATION # 18339358476 COMMERCIAL INVOICE # 001-018-000006314 ; CLEAN ON BOARD FREIGHT PREPAID",11713
"RYDER CRSA LOGISTICS","FTWR,MEN,UPPERS OV 50% LEATHERLEATHER BOOK BOXSHAWLS,SCARVE,ETC,KN/CRO, WOOLINDOOR BOOTSBEV BAG W FLEX TUBE DISPENSERLADIES 90% NYLON 10% ELASTANE KNITTEDCOVER UPDECOR,LEATHER BOOK BOX@158 WUSI ROAD,FUZHOU,CHINATHE SAMETHE SAMETHE SAMETHE SAME",2395
"TOKAI DENPUN USA, INC","ATLANTIC MACKEREL 600+16PCS, ROUNDFROZEN 20 000,00 KGS NET",21000
"WAL-MART STORES,INC. 601 N.WALTON B","FOOTWEAR MEN S LEATHER HIKER/SETT ONE:323-563-7761 TOT PKGS 364 CARTONS PO 5001900738",8232
"UNITED CARGO","865CARTONS LIGHTING FIXTURES HS 94054090 S C LGB140068 AMS COLLECT ZHONG SHAN W. RD, SHANGHAI, CHINA U.S.A TEL 310-225-3099 FAX 310-225-3639 U.S.A TEL 310-225-3099 FAX 310-225-3639 SHIPPER S LOAD STOW COUNT & SE AL SHIPPED ON BOARD FREIGHT COLLECT NO WOOD PACKAGING MATERIAL I S USED IN THE SHIPMENT SHIPMENT ON NON-NEGOTIABLE W AY BILL. RELEASE CARGO TO NAMED C ONSIGNEE WITHOUT PRESENTATIO N OF OBL.",69860
"AKN FABRICS INC.","100% P/L FINE COTTON PRINTED FABRIC",1123
"HELLMANN WORLDWIDE LOGISTICS","44 PACKAGES ONLY EMPTY IND USTRIAL BAGS FLEXIBLE INTE RMEDIATE BULK CONTAINER (F IBC BAGS) INV NO. : 207/10 .09.2015. SB NO. : 2930689 /10.09.2015. ORDER NOS : N -19488/ZNMOH40, N-19489/ZN FIL65, N-19498/ZNNAT44-1, N-19501/ZNATW46, N-19508/Z NSTO36, N-19508/ZNSTO44. H S CODE : 63053200. NET WT : 15467.200 KGS SCAC CODE : POLN.",16523
"NISSIN FOODS (USA) CO.,INC.","MATERIALS FOR INSTANT NOODLE228 CARTONS",2417
"SOUTHERN W S NEW YORK DIV.","VodkaVODKAALSO NOTIFYNORTH AMERICAN SHIPPERSASSOCIATION1600 ST GEORGES AVENUESUITE 310 RAHWAY NY 07065",18707
"PAFCO IMPORTING COMPANY INC.","CANNED COCONUT MILK",19500
"COSTCO WHOLESALE CORPORATION","NESTING BOXES A/C COSTCO WHOLESALE CORPORATION COSTCO PO NO.171-0409-555 905 CTNS . ITEM NO. 860298 . DETAIL OF COMMODITY NESTING BOXES 12PC SET . THE SHIPMENT DOES NOT CONTAIN ANY SOLID WOOD PACKING MATERIAL IF APPLICABLE CPSIA URL - WWW.COSTCOCPSIA.COM 'CPSIA CERTIFICATE WWW.ICIX.COM/LINK/COSTCO/CPSIACERTIFICATION' @ KOWLOON, HONG KONG CONTACT PERSON EMAIL ADD. TEL NO 852-2627-1227 FAX NO. AS AGENT FOR SI SHIPMENT",8328
"LAWRENCE WHOLESALE","BONELESS FROZEN BEEF NET WEIGHT: 19,040.000 KG'S 289 CTN =C-TRMG= 90CL ORGANIC 411 CTN =C-TRMG= 85CL ORGANIC",20160
"ATLAPAC TRADING COMPANY INC","CANNED WHOLE KERNEL CORN'CALIFORNIA GIRL'BRAND UV COATED6/75 OZ. CANNED WHOLE KERNEL CORNIN VACUUM PACKP.O.#32705HTS # 20058000TRANSHIPMENT AT KAOHSIUNGBY EVER EXCEL V.0623-093E",19388
"UNITED CARGO MANAGEMENT, INC.","SOUR PICKLED MUSTARD IN VACUUM PACK,MUNG BEAN",20319
"MITSUBISHI INTERNATIONAL CORP.","PARTS OF AIRPLANES (DOOR FOR AIRCRAFT) 19 PACKAGES (1 PIECE AND 18 CASES)",1703
"NISHIMOTO TRADING CO., LTD.","PLASTICS,SALT, PEPPER, MUSTARDPLASTIC CONTAINERPLASTIC FOOD CONTAINER- AS PER ATTACHED SHEETS -PLASTIC DISPOSABLE FOOD ONTAINERINVOICE NO. 91406VC064",3044
"SUMMIT RESOURCE IMPORT LLC","CAP&VISOR SRI PO#103166/103169",4999
"WAL-MART STORES, INC","OF WEARING APPAREL TODDLER GIRL 100PCT COTTON 1X1 RIB LS SOLID HENLEY TOP INV. NO.: GWN-07-365 P.O. NO.: 3151856268 ITEM NO.:002688015 DEPT NO.: 00026 P.O.TYPE: 0043 VENDOR STOCK NO.: FGI37411T HTS NO.: 6106.10.00.30",28
"GOLDEN BRIDGE INTERNATIONAL -CN","BATTERIES NO SOLID WOOD PACKING MATERIALS S/CC6186 SCAC CODEGBII",32460
"JANCO AND WINNEX INC.","STATIONERY(EXPANDING FILE AND DOCUMENT CASE)",4042
"KIM SENG COMPANY","SOYA SAUCE, PLASTIC MAT FREIGHT COLLECT",19000
"HELLMANN WORLDWIDE LOGISTICS,INC.","K.D.WOODEN FURNITURE",10109
"COSTCO WHOLESALE CORPORATION","CARPORT CARPORT PO# 171-0520765 AMS FEE PP THIS SHIPMENT CONTAINS NO WOOD PACKING MATERIAL IF APPLICABLE CPSIA URL -WWW.COSTCOSPSIA.COM @TEL 0514-89884998-858",19285
"RYDER DISTRIBUTION INC.","BICYCLES",4354
"NISHIMOTO TRADING CO., LTD","DERVIVED FRM DRIED MILK,GNTE15JAPANESE FOODSTUFFS &SUNDRY GOODSPOWDERED ARROWROOT10 1KGINVOICE NO. 92313HI241DERVIVED FRM DRIED MILK,GNTE15JAPANESE MUSHROOM IN WATER48 200GDERVIVED FRM DRIED MILK,GNTE15SWEETENED POTAO PASTE6 3 KGDERVIVED FRM DRIED MILK,GNTE15PICKLED PLUMS4KGSDERVIVED FRM DRIED MILK,GNTE15PICKLED PLUMS IN TIN10KGDERVIVED FRM DRIED MILK,GNTE15PICKLED PLUMS IN TIN10 1KGDERVIVED FRM DRIED MILK,GNTE15WORCESTERSHIRE SAUCE6 1.8 LDERVIVED FRM DRIED MILK,GNTE15SOY SAUCE20 LDERVIVED FRM DRIED MILK,GNTE15COOKING MIRIN6 1.8LITERDERVIVED FRM DRIED MILK,GNTE15DRESSING6 1 LDERVIVED FRM DRIED MILK,GNTE15JAPANESE SOY SAUCE6 1.8LITERDERVIVED FRM DRIED MILK,GNTE15JAPANESE SEASONED VINEGAR6 1.8 LDERVIVED FRM DRIED MILK,GNTE15ORIENTAL STYLE SAUCE8 1.8LITERDERVIVED FRM DRIED MILK,GNTE15JAPANESE SOY SAUCE6 1.8LITERDERVIVED FRM DRIED MILK,GNTE15SOY SAUCE18LITERDERVIVED FRM DRIED MILK,GNTE15JAPANESE SEASONED SOY SAUCE6 1 LDERVIVED FRM DRIED MILK,GNTE15SESAME SEED OIL6 1.65 KGDERVIVED FRM DRIED MILK,GNTE15SESAME SEED PASTE12 400GDERVIVED FRM DRIED MILK,GNTE15SOUP STOCK10 500 GDERVIVED FRM DRIED MILK,GNTE15SOUP STOCK10 500G(10PCS)DERVIVED FRM DRIED MILK,GNTE15SOUP STOCK (DRY)2 6 1KG5 BUNDLESDERVIVED FRM DRIED MILK,GNTE15SEASONING SOY SAUCE18 LDERVIVED FRM DRIED MILK,GNTE15NOODLE SOUP40 454 GDERVIVED FRM DRIED MILK,GNTE15DRIED JAPANESE ALIMENTARYPASTE20 500GDERVIVED FRM DRIED MILK,GNTE15DRIED KELP10 2.27KGDERVIVED FRM DRIED MILK,GNTE15SEAWEED2 30 200G2 BUNDLESDERVIVED FRM DRIED MILK,GNTE15NATURALLY DRIED SEAWEED10 1KGDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER12 100PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER15 100PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE BAG10 100PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER12 50PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER12 50PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER16 50PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER10 100PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER12 50PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER10 50PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER10 50PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER12 50PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER12 50PCSDERVIVED FRM DRIED MILK,GNTE15DRIED SHAVED MACKEREL12 454GDERVIVED FRM DRIED MILK,GNTE15DRIED SHAVED BONITO12 454GDERVIVED FRM DRIED MILK,GNTE15DRIED SHAVED BONITO2 4 500 G14 BUNDLESDERVIVED FRM DRIED MILK,GNTE15TOILET DEODORANT DROPS48 20MLDERVIVED FRM DRIED MILK,GNTE15SESAME SEED25 454GDERVIVED FRM DRIED MILK,GNTE15SESAME SEED25 454GDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER16 50PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER8 100PCSDERVIVED FRM DRIED MILK,GNTE15GREEN TEA LEAVES WITH POPPEDRICE10 1KGDERVIVED FRM DRIED MILK,GNTE15JAPANESE GREEN TEA10 1KGDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER24 50PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER8 100PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER20 20PCSDERVIVED FRM DRIED MILK,GNTE15WOODEN CHOPSTICKS30 100PRSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER24 50PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER24 50PCSDERVIVED FRM DRIED MILK,GNTE15POLYSTYRENE DISPOSABLE FOODCONTAINER20 100PCSDERVIVED FRM DRIED MILK,GNTE15PLASTIC DISPOSABLE FOODCONTAINER10 100PCS",8359
"UNITED CARGO MANAGEMENT INC","FOOTWEAR LADY SHOES MEN SHOES MODEL CDD PREPAIDAMS HOUSE BILL NUMBERNSZX12052162 S/C NO.520057",6832
"WAL MART STORES INCORPORATED","PR GLASS SNOWMAN WITH TO DEPT 00018 GLN 0078742000008 S/C NO 05-0242",3552
"DAYMON WORLDWIDE GLOBAL SOLUTI","CANNED CHUNK LIGHT TUNA IN WATER 48 X 6 OZ VALU TIME BRAND THE U.S HARMONIZED CODE 1604.14.3099 REGISTRATION NO.10870361662. F.C.E NO. 08218 PRODUCT OF THAILAND REF",19125
"HANWA AMERICAN CORPORATION","FROZEN SHRIMP",17145
"THE SEAFOOD EXCHANGE OF FL","1104 PC FROZEN SHRIMPTEM. -20C",14352
"KOREAN FARM INC 12500 SLAUSON AVE","FROZEN HORSE MACKEREL 19800 KGS NET FREIGHT PREPAID TEMP -23 DEGREE CELSIUS",20790
"JFC INTERNATIONAL INC.","HTSUS NO.1006.30 THAI HOM MALI RICE(JASMINE RICE)",20543
"THE FISHIN' COMPANY","FROZEN TILAPIA FILLETS FROZEN TILAPIA FILLETS, 10X2LB/CTN, SEA QUEEN BRAND. WILD CAUGHT FISH REGION(CATCH AREA) FARM RAISED. THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIAL. PRODUCER/MANUFACTURER'S NAME ZHANJIANG GO-HARVEST AQUATIC PRODUCTS CO., LTD. FDA REGISTRATION NUMBER 16694231102 PLANT NUMBER 4400/02185 BEST BY DATE 08/18/2016 PO#14/66T-15ACC NO P10111 REEFER CONTAINER TEMPERATURE SET AT -18.0 DEGREES C.",21800
"Stanley Black & Decker, Inc","ASSY RIVETER",1841
"TAE BONG AMERICA INC.","KOREAN SINGO PEARS 080830",16320
"VINH HOAN USA INC.","FROZEN STRIPED PANGASIUS FILLE T ( PANGASIUS HYPOPHTHALMUS ) FDA REGISTRATION NUMBER : 12 919869006 CONTAINER TO BE SET AT MINUS 18 DEGREES CELCIUS N.W: 34,650.00 LBS G.W: 36,96 0.00 LBS",16800
"HELLMANN WORLDWIDE LOGISTICS,INC.","BRAKE ROTORS(AUTO PARTS)AUTO NVOCCNVOCC HB/L NO.:TAOBNAB05140BULLET RATE:1CNEE/ FEDERAL MOGULSCAC CODE:POLNCY - CYFREIGHT COLLECTTEL:86 532 85027016 FAX:86 532 85027006FAX:317 471 0958BRAKE ROTORS(AUTO PARTS)AUTO NVOCCNVOCC HB/L NO.:TAOBNAB05140BULLET RATE:1CNEE/ FEDERAL MOGULSCAC CODE:POLNCY - CYFREIGHT COLLECTTEL:86 532 85027016 FAX:86 532 85027006FAX:317 471 0958BRAKE ROTORS(AUTO PARTS)AUTO NVOCCNVOCC HB/L NO.:TAOBNAB05140BULLET RATE:1CNEE/ FEDERAL MOGULSCAC CODE:POLNCY - CYFREIGHT COLLECTTEL:86 532 85027016 FAX:86 532 85027006FAX:317 471 0958",55569
"NEPTUNE SHIPPING LIMITED","Art of beddng ex mattrss etc inc quilts cusBEDDING AND ACCESSORYQUILTED WALLHANGINGBUMPERDIAPER STACKERDUSTRUFFLE",3679
"SUPERVALU INTERNATIONAL","1 FCL (2,240 CARTONS FCL) 48 5 OZ.CANNED CHUNK LIGHT TUNA IN WATER,(PS) PO.NO.X014465592 I.O.0436 13 FDA REGISTRATION NUMBER 10066668626 AS PER INVOICE NO. MMPI-532 13 HARMONIZE CODE NO. 1604.14.3099 SHIPPERS DESIRE TO STATE THAT SHIPPERS LOAD & COUNT ON BOARD VESSEL: HANJIN MUMBAI V.0028E AT LAEM CHABANG ON 11.MAY.2013",19488
"SHERWOOD BRANDS,INC","CORRUGATE COLOR BOX",7685
"ATLAPAC TRADING CO.INC.","1650 CARTONS OF 24X15 OZ OF MACKEREL CAL GIRL 48150 FDA FOOD FACILITY REGISTRATION NO:15686417702 PO.NO.36581 HS CODE:160415 THIS SHIPMENT CONTAINS NO SOLID WOODEN PACKING MATERIALS S/C: 14-392TPC CY/CY FREIGHT COLLECT",20460
"HANMI, INC.","SEASONED SEAWEED IN PLASTIC CASE AND ETC",18631
"LAWRENCE WHOLESALE LLC.","1500 MASTER CARTONS OFINDIAN ORIGIN FROZEN BLACKTIGER HEADLESS SHRIMPS INPOUCH PACK 'TARAX' BRAND.PACKING 4LBS X 6 PER MASTERCARTONNETT WT 36000.00LBS 16363.636 KGS.GROSS WT 39000.00LBS 17727.272 KGS.S.B. NO 5643084 DT29.07.2010.FALCON-S IMPORTER OF RECORDNO 054601-00043. FALCON-S USFDA BIOTERRORISM REGISTRATIONNO 15192050830.ONE THOUSAND FIVE HUNDREDMASTER CARTONS ONLY.HS CODE 03061319CARGO STOWED IN REFRIGERATEDCONTAINER SET AT TEMPERATUREOF -18 DEGREES CENTIGRADE.'FREIGHT PREPAID INCLUDING DDCPREPAID'",17727
"SONY SUPPLY CHAIN SOLUTIONS LIMITED","NB COMPUTERTHIS SHIPMENT CONTAINS NO SOLID WOOD PACKINGMATERIAL",4370
"CARNIVAL CRUISE LINES","LOST GUEST PRODUCTS DURING THE VOYAGE, MADE IN USA,VALUE:$175,TO OFFLOAD & NOT RETURN ON BOARD,CF:3461",1
"COSTCO WHOLESALE CORPORATION","RACK RACK PO#960-0402-595 IF APPLICABLE CPSIA URL - WWW.COSTCOCPSIA.COM",15300
"THE FISHIN-COMPANY","FROZEN TILAPIA FILLETS FDA NO.:15421596116 NET WEIGHT: 20339.2KGS(44800LBS) INV NO:HOUTO11-001 TEMPERATURE SET AT -20.0 DEGREES CENTIGRADE SHIPPER DECLARE THIS SHIPMENT CONTAINS NO WPM.",21044
"STANLEY CUSTOMER SUPPORT","STAPLER",6133
"CARNIVAL CRUISE LINES AT CENTERGATE","12X USED NOTE ACCEPTOR, TO BE TRANSFERED TOCORAL PRINCESS, NTBROB, MADE IN USA,VALUE $200, CF 10.151",160
"THE FISHIN- COMPANY","FROZEN OCEAN PERCH FILLETSPACKING:10X1LBBRAND NAME'FISHIN'PO#0-2010-54MANUFACTURER-S NAME:DALIAN TAIFU FOOD CO.LTD.FDA REGISTRATIONNUMBER:11430258664EB09/0758FREIGHT PREPAID-TEL:14107873977/FAX:14108631377",19900
"SCM GROUP NORTH AMERICA","WOOD WORKING MACHINERY",1928
"GLOBAL FOOD IMPORTERS INC","SOUR CHERRY JUICE 1L / 1,102 CASES / 13,224 BOTTLES GROSS WEIGHT: 20,387.00 KG FREIGHT PREPAID",20387
"NEPTUNE INTERNATIONAL GROUP INCORPO","GROUP 1MACHINERY&PARTS,NOS",805
"COSTCO WHOLESALE CORPORATION","TOYS-CAR ITEM NUMBER:316571 SHIPPER: ROAD,KOWLOON BAY,KOWLOON HONG KONG",2871
"RYDER CRSA LOGISTICS","Womens or girls suits synthetic fibers not k1X40 CONTAINER620 CARTONS 10 747 PIECES OFTEXTILE WEARING APPAREL-593 CTNS 10 047 PCS OF",4309
"HELLMANN WORLDWIDE LOGISTICS INC","4 X 40- HC CONTAINERS SLAC23 ROLLS = 23 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE26 ROLLS = 26 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE22 ROLLS = 22 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE26 ROLLS = 26 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE;FREIGHT PREPAID;AGENT AT DESTINATION-116 INVERNESS DRIVE EASTSUITE 400ENGLEWOOD, CO 80112-5127TEL 800-999-7733FAX 800-711-7254FABRIC4 X 40- HC CONTAINERS SLAC23 ROLLS = 23 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE26 ROLLS = 26 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE22 ROLLS = 22 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE26 ROLLS = 26 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE;FREIGHT PREPAID;AGENT AT DESTINATION-116 INVERNESS DRIVE EASTSUITE 400ENGLEWOOD, CO 80112-5127TEL 800-999-7733FAX 800-711-7254FABRIC4 X 40- HC CONTAINERS SLAC23 ROLLS = 23 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE26 ROLLS = 26 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE22 ROLLS = 22 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE26 ROLLS = 26 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE;FREIGHT PREPAID;AGENT AT DESTINATION-116 INVERNESS DRIVE EASTSUITE 400ENGLEWOOD, CO 80112-5127TEL 800-999-7733FAX 800-711-7254FABRIC4 X 40- HC CONTAINERS SLAC23 ROLLS = 23 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE26 ROLLS = 26 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE22 ROLLS = 22 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE26 ROLLS = 26 PACKAGESLIDRO 30GSM-50-PP-50-PET-FINE APERTURE;FREIGHT PREPAID;AGENT AT DESTINATION-116 INVERNESS DRIVE EASTSUITE 400ENGLEWOOD, CO 80112-5127TEL 800-999-7733FAX 800-711-7254FABRIC",32001
"Stanley Black & Decker, Inc","COMBO PLIERS",880
"NORTHWESTERN SELECTA INC.","1759 CTNS OF SEAFOOD MIX CONTRACT NO. 1843 THIS SHIPMENT CONTAINS NO SOLID WOODEN PACKING MATERIALS.",21127
"STANLEY FURNITURE","110 CARTONS=110 PIECES OF FURNITURE AS PER PO NO:SF00000674, SF00000715, SF00000725, SF00000749, SF00000785, SF00000793",7519
"UNITED CARGO SYSTEMS,INC.","COSMETIC PENCIL LIPGLOSS",3870
"WHITE TOQUE INC.","FORZEN VEGETABLES",21489
"WALONG MARKETING INC","1970 CTN CANOLA OLIVE GRAPE OIL WITH BANANA FLAVOR CANNED SOYBEAN CURD JELLY DRINK CANNED MIXED CONGEE BLACK N/A N/A N/A N/A N/A",18835
"HELLMANN WORLDWIDE LOGISTICS INC.","AERONAUTICAL EQUIPMENT AERONAUTICAL EQUIPMENT",1573
"QUEEN APPAREL NY,INC.","LADIES-PANT,SHORT,SKIRT",35167
"PASTAS ALIMENTICIAS J.RAFAEL NUNEZ","AMPLICATION DE LA CAPACIDAD DEL MOLINO EXISTENTE +EMAIL PETER.JENNIBUHLERGROUP.COM COUNTRY NAME SWITZERLAND XMOBILE +1 829 961 3723 .",2435
"METRO WINE DISTRIBUTION CO.INC","510 WINE N.O.S. 12/750ML. KGM7588 / PO IT42110 VITICOLTORI PONTE SRL 200 WINE N.O.S.12/750ML. KGM 2856 / PO IT42110 GEOGRAFICO AGRICOLTORI SOCCOOP 228 WINE N.O.S. 12/750ML. KGM 3283 / PO IT42110 GEOGRAFICO AGRICOLTORI SOC COOP50 WINE N.O.S. 12/750ML. KGM708 / PO IT42110 GEOGRAFICOAGRICOLTORI SOC COOP 357 WINE N.O.S. 12/750ML. KGM 5522 /PO IT42110 MALGRA-AZ.VIT. (S/T) P.O. NO. ANIMEPG411/ GEOG4810 / GEOG40810 / GEOG51410 MALGR42310 P.O. NO. IT42110 MEDAMERICA SERVICE CONTRACT NO. 264455",19999
"PEGASUS MARITIME INC.","NITROCELLULOSE HM 10/25 BUTANOL WET CUSTOMER CODE N12...8580 KGS. NITROCELLULOSE HL 25/45 BUTANOL WET CUSTOMER CODE N10....220 KGS. P.O.NO.1661 DT.10/7/2006. SB NO.4816826 DT.09.12.2006. HTS CODE NO.391220. IMDG4159,UN NO.2556,CLASS4.1 PLACE OF DELIVERY AS LOS ANGELES,CA USA S/D-90023. SC NO110264",9690
"GREAT AMERICAN SEAFOOD IMPORTS","FROZEN TILAPIA FILLETS",19552
"COSTCO WHOLESALE CORPORATION","BACKPACK CHAIRBACKPACK CHAIR LACE UP 4 BLUE/4MULTI STRIPEPO# 002880904469THIS SHIPMENT DOES NOT CONTAIN ANYWOOD PACKAGING MATERIALS@POST CODE:321300TEL:86 579 87254388FAX:86 579 87254129THE SAMETHE SAME",8770
"THE FISHIN-COMPANY.","1949 CARTONS FROZEN PINK SALMON PORTIONS SKIN ON PACKAGE:10X2LBS CTN PO NO.:M13 01 PRODUCER:DALIAN BENLI FOODS CO.,LTD PLANT NO.:2100 02918 FDA NO.:19253404718 BRAND NAME:ALDI THE BEST BY DATE:19062014 TEMPERATURE SET AT:-18C",21500
"NISHIMOTO TRADING CO.,LTD.","FROZEN WHEAT NOODLE(1,650 CARTONS)FROZEN WHEAT NOODLE-AS PER ATTACHED SHEET-FROZEN WHEAT NOODLE W/O SOUPINVOICE NO. 100449AT07TEMPERATURE SET AT -20.0 C.",18150
"PACIFIC GIANT, INC.","FROZEN SMALL YELLOW CROAKER",18704
"LVMH PERFUMES AND COSMETICS SSC","PERFUMES AND COSMETICS263 BOXES NOT DANGEROUS24 BOXES DANGEROUS GOODSCLASS 3, UN1266, PG IILIMITED QUANTITYHS CODE:96033090,48194000,33042000,33030010,3303009033049100,33049900,3401209094037000,33041000,42021299",1909
"DARIK ENTERPRISES, INC.","FROZEN SHRIMP FROMPANAMA WILD CAUGHT",14409
"HELLMANN WORLDWIDE LOGISTICS SA DE","AUTOMOTIVE PARTSAUTOMOTIVE PARTSHS CODE: 8708AUTOMOTIVE PARTS",53172
"HELLMANN WORLDWIDE LOGISTICS INC.","ALTERNATOR SERVICE ONTRACT RIC5003001 NAME ACCOUNT REMY POWER PRODUCTS FREIGHT COLLECT ALTERNATOR SERVICE ONTRACT RIC5003001 NAME ACCOUNT REMY POWER PRODUCTS FREIGHT COLLECT",18575
"WINCO FIREWORKS INC","UN0336 FIREWORKS 1.4G PGII",6884
"SOUTHERN FISHERIES LLC","FROZEN HEAD LESS RAWSHRIMP COLAS DE CAMARONES CRUDOS CONGELADOS PESO NETO DEL PRODUCTO:15.442.40 KG PESO BRUTO:19.278.00KG DAE 028-2013-40-00006719 RYAN 46215281 FDA. REGISTRATION NOF PACKER PROEXPO 15722396588",19278
"GIANT UNION CO INC","FROZEN JAPANESE UDON TEMP:-18-C",20042
"OCEAN BLUE EXPRESS, INC.","'DIB' BRAND ELECTRONIC BIDET & A-S PART",2663
"CARNIVAL CRUISE LINES AT CENTERGATE","PERSONAL TOOLS & EFFECTS; $50; MADE IN US; TOBE OFFLOADED; NTBROB; CF 7523",20
"MACK TRUCKS","SPRING-OP/WEIGHT-OP MOTORS PACKAGES TRUCKPARTS NEW",96544
"HOCEAN INC.","DRIED BEAN CURD FDA NO: 11924491304",7360
"KOREAN FARM, INC.","HOT PEPPER PASTE",19851
